"AD","ED","Harris","Trump"
45,31,254,294
45,32,188,780
45,33,92,541
45,34,203,540
45,35,92,380
45,36,314,725
45,37,318,427
45,38,97,306
45,39,26,55
45,40,203,475
45,41,284,705
45,42,251,485
45,43,208,575
45,44,246,508
45,45,223,620
45,46,244,299
45,47,242,547
45,48,215,392
45,49,98,789
45,50,162,380
45,51,159,638
45,52,137,344
45,53,127,184
45,54,34,56
45,55,10,33
45,56,0,0
46,1,358,278
46,2,373,220
46,3,531,244
46,4,461,255
46,5,460,377
46,6,413,449
46,7,410,394
46,8,397,270
46,9,535,321
46,10,513,337
46,11,302,242
46,12,588,441
46,13,551,424
46,14,555,394
46,15,411,385
46,16,482,331
46,17,366,330
46,18,430,343
46,19,504,430
46,20,562,431
46,21,101,67
46,22,370,384
46,23,233,508
46,24,158,594
46,25,207,480
46,26,299,560
46,27,467,385
46,28,224,455
46,29,79,66
46,30,53,91
46,31,148,225
46,32,84,124
46,33,43,62
46,34,186,328
46,35,73,235
46,36,172,360
46,37,1,0
46,38,202,466
46,39,252,468
46,40,273,561
46,41,361,176
46,42,383,148
46,43,332,138
46,44,243,173
46,45,236,167
46,46,329,155
46,47,385,222
46,48,381,139
46,49,138,176
46,50,450,134
46,51,303,107
46,52,299,162
46,53,428,243
46,54,75,474
46,55,124,687
46,56,211,688
46,57,125,405
46,58,120,407
46,59,92,443
46,60,94,362
46,61,297,731
46,62,130,365
46,63,97,403
46,64,70,391
46,65,103,378
46,66,166,507
46,67,90,445
46,68,184,466
46,69,188,192
46,70,197,362
46,71,248,458
46,72,0,1
46,73,87,361
46,74,0,0
46,75,0,0
46,76,0,0
46,77,0,0
46,78,0,0
47,1,123,218
47,2,311,525
47,3,129,255
47,4,250,362
47,5,317,435
47,6,150,148
47,7,192,366
47,8,134,160
47,9,222,364
47,10,162,314
47,11,253,346
47,12,297,444
47,13,187,288
47,14,348,577
47,15,22,75
47,16,50,96
47,17,31,64
47,18,147,189
47,19,180,260
47,20,174,212
47,21,243,320
47,22,166,320
47,23,339,452
47,24,202,326
47,25,232,355
47,26,208,397
47,27,306,642
47,28,112,193
47,29,222,333
47,30,15,47
47,31,24,78
47,32,166,265
47,33,255,483
47,34,234,361
47,35,217,375
47,36,180,365
47,37,216,351
47,38,213,351
47,39,175,346
47,40,61,124
47,41,72,164
47,42,410,155
47,43,295,516
47,44,283,608
47,45,303,603
47,46,235,381
47,47,287,455
47,48,85,104
47,49,257,523
47,50,290,612
47,51,42,60
47,52,128,225
47,53,197,250
47,54,216,360
47,55,27,49
47,56,30,46
47,57,123,242
47,58,132,182
47,59,133,219
47,60,53,104
47,61,0,0
48,1,41,214
48,2,50,566
48,3,28,640
48,4,60,766
48,5,116,391
48,6,131,843
48,7,14,817
48,8,59,749
48,9,16,589
48,10,106,681
48,11,3,363
48,12,13,427
48,13,83,695
48,14,121,240
48,15,260,595
48,16,213,656
48,17,11,7
48,18,1,51
48,19,192,453
48,20,184,371
48,21,103,136
48,22,18,116
48,23,291,470
48,24,260,313
48,25,243,540
48,26,85,765
48,27,139,452
48,28,103,486
48,29,134,538
48,30,67,526
48,31,44,52
48,32,39,491
48,33,180,512
48,34,77,84
48,35,149,537
48,36,119,260
48,37,42,458
48,38,123,780
48,39,102,740
48,40,62,920
48,41,40,807
48,42,17,781
48,43,53,586
48,44,21,543
48,45,75,762
48,46,51,712
48,47,48,804
48,48,73,671
48,49,42,685
48,50,21,533
48,51,18,563
48,52,65,363
48,53,4,425
48,54,0,0
48,55,44,259
48,56,7,32
48,57,14,177
49,1,0,0
49,2,42,54
49,3,35,35
49,4,134,125
49,5,118,118
49,6,168,210
49,7,140,256
49,8,182,209
49,9,191,197
49,10,158,181
49,11,170,215
49,12,170,211
49,13,32,26
49,14,98,124
49,15,163,267
49,16,243,292
49,17,337,472
49,18,258,340
49,19,160,188
49,20,69,201
49,21,106,282
49,22,132,241
49,23,191,270
49,24,216,374
49,25,245,381
49,26,232,380
49,27,241,408
49,28,177,310
49,29,149,265
49,30,276,332
49,31,273,437
49,32,288,504
49,33,261,471
49,34,179,199
49,35,262,433
49,36,204,417
49,37,271,506
49,38,181,257
49,39,329,474
49,40,244,430
49,41,325,541
49,42,187,270
49,43,191,292
49,44,94,135
49,45,119,102
49,46,6,4
49,47,171,248
49,48,28,81
49,49,61,96
49,50,180,281
49,51,97,266
49,52,99,101
49,53,177,180
49,54,0,0
49,55,0,0
49,56,0,0
50,1,180,234
50,2,703,129
50,3,725,118
50,4,809,124
50,5,797,146
50,6,633,130
50,7,711,126
50,8,948,163
50,9,6,0
50,10,356,71
50,11,524,132
50,12,579,77
50,13,598,113
50,14,796,151
50,15,631,123
50,16,705,189
50,17,765,232
50,18,625,173
50,19,707,240
50,20,789,178
50,21,717,155
50,22,781,89
50,23,786,71
50,24,132,126
50,25,622,69
50,26,1061,112
50,27,1016,149
50,28,353,45
50,29,924,204
50,30,818,91
50,31,425,51
50,32,439,152
50,33,444,348
50,34,501,376
50,35,242,372
50,36,168,222
50,37,169,465
50,38,296,252
50,39,68,275
50,40,163,381
50,41,236,260
50,42,95,323
50,43,28,346
50,44,115,500
50,45,43,530
50,46,80,502
50,47,15,388
50,48,25,394
50,49,36,326
50,50,538,183
50,51,634,86
50,52,712,85
50,53,719,103
50,54,434,39
50,55,261,41
50,56,916,89
50,57,952,99
50,58,750,139
50,59,799,140
50,60,635,140
50,61,837,107
50,62,676,95
50,63,609,97
50,64,6,0
50,65,428,47
50,66,0,0
50,67,0,0
51,1,300,181
51,2,263,206
51,3,169,206
51,4,174,202
51,5,180,159
51,6,391,188
51,7,432,225
51,8,448,245
51,9,338,233
51,10,171,171
51,11,415,193
51,12,250,185
51,13,405,182
51,14,414,197
51,15,406,211
51,16,432,254
51,17,415,173
51,18,581,189
51,19,495,184
51,20,425,146
51,21,746,205
51,22,807,164
51,23,522,72
51,24,758,116
51,25,543,31
51,26,808,63
51,27,234,23
51,28,1076,106
51,29,1115,115
51,30,252,15
51,31,110,107
51,32,173,23
51,33,644,49
51,34,497,96
51,35,377,55
51,36,486,70
51,37,407,82
51,38,349,63
51,39,5,0
51,40,660,89
51,41,588,56
51,42,803,78
51,43,9,8
51,44,672,218
51,45,440,203
51,46,328,174
51,47,369,249
51,48,155,123
51,49,193,144
51,50,137,212
51,51,115,253
51,52,386,314
51,53,171,393
51,54,409,237
51,55,9,2
51,56,91,60
51,57,0,0
52,1,14,337
52,2,667,82
52,3,142,11
52,4,0,0
52,5,540,54
52,6,1006,141
52,7,839,83
52,8,697,75
52,9,755,88
52,10,908,105
52,11,810,65
52,12,839,71
52,13,72,12
52,14,713,75
52,15,709,72
52,16,74,94
52,17,997,96
52,18,908,89
52,19,553,33
52,20,906,67
52,21,89,89
52,22,1100,97
52,23,309,31
52,24,934,122
52,25,1013,67
52,26,97,109
52,27,0,0
52,28,713,37
52,29,933,52
52,30,949,77
52,31,624,59
52,32,783,64
52,33,326,18
52,34,715,48
52,35,580,46
52,36,806,54
52,37,710,56
52,38,397,16
52,39,861,58
52,40,929,43
52,41,725,39
52,42,992,74
52,43,634,74
52,44,707,119
52,45,759,62
52,46,815,42
52,47,858,76
52,48,842,97
52,49,883,100
52,50,881,149
52,51,311,44
52,52,722,44
52,53,527,18
52,54,743,62
52,55,386,80
52,56,333,71
52,57,663,25
52,58,279,25
52,59,344,73
52,60,1038,99
52,61,948,108
52,62,555,89
52,63,853,85
52,64,649,47
52,65,822,45
52,66,877,44
52,67,815,52
52,68,835,54
52,69,955,56
52,70,243,11
52,71,749,33
52,72,403,15
52,73,898,52
52,74,69,5
52,75,767,34
52,76,691,17
52,77,913,41
52,78,316,6
52,79,960,46
52,80,990,44
52,81,1027,49
52,82,989,61
52,83,1085,83
52,84,189,62
52,85,995,48
52,86,576,41
52,87,4,1
52,88,633,72
52,89,0,0
52,90,0,0
52,91,0,0
52,92,0,0
52,93,0,0
52,94,0,0
52,95,0,0
52,96,0,0
52,97,0,0
52,98,0,0
52,99,0,0
52,100,2,1
52,101,424,28
52,102,6,5
53,1,585,131
53,2,596,91
53,3,520,149
53,4,297,57
53,5,442,131
53,6,477,137
53,7,345,99
53,8,598,138
53,9,461,120
53,10,551,150
53,11,456,148
53,12,502,174
53,13,599,117
53,14,547,119
53,15,507,151
53,16,536,94
53,17,635,106
53,18,643,94
53,19,665,92
53,20,788,104
53,21,686,162
53,22,752,116
53,23,551,90
53,24,600,93
53,25,577,83
53,26,579,132
53,27,598,105
53,28,576,107
53,29,547,119
53,30,400,53
53,31,500,61
53,32,445,98
53,33,362,67
53,34,247,71
53,35,398,85
53,36,530,146
53,37,220,460
53,38,448,241
53,39,433,212
53,40,513,209
53,41,668,190
53,42,327,95
53,43,661,65
53,44,470,102
53,45,451,122
53,46,594,135
53,47,523,105
53,48,528,92
53,49,547,92
53,50,528,149
53,51,350,174
53,52,530,173
53,53,752,104
53,54,598,77
53,55,535,101
53,56,673,135
53,57,286,89
53,58,358,89
53,59,403,63
53,60,926,121
53,61,802,72
53,62,579,139
53,63,271,76
54,1,100,49
54,2,267,195
54,3,154,97
54,4,414,109
54,5,263,39
54,6,342,49
54,7,350,191
54,8,281,118
54,9,263,178
54,10,239,84
54,11,347,105
54,12,317,70
54,13,283,59
54,14,303,51
54,15,319,53
54,16,155,30
54,17,239,74
54,18,339,124
54,19,245,110
54,20,194,72
54,21,207,114
54,22,272,115
54,23,386,173
54,24,279,154
54,25,308,194
54,26,234,151
54,27,332,165
54,28,300,173
54,29,381,183
54,30,289,167
54,31,423,226
54,32,328,166
54,33,425,173
54,34,363,183
54,35,458,168
54,36,607,179
54,37,445,73
54,38,684,78
54,39,631,69
54,40,607,68
54,41,557,60
54,42,472,57
54,43,558,95
54,44,571,74
54,45,566,127
54,46,430,93
54,47,528,102
54,48,467,127
54,49,428,109
54,50,494,117
54,51,491,122
54,52,351,92
54,53,358,99
54,54,429,66
54,55,408,94
54,56,483,69
54,57,473,109
54,58,18,7
54,59,1,2
54,60,64,6
54,61,259,52
54,62,115,48
54,63,0,0
54,64,57,19
54,65,21,11
54,66,58,10
55,1,636,38
55,2,509,40
55,3,502,63
55,4,41,3
55,5,560,42
55,6,493,23
55,7,602,52
55,8,674,56
55,9,590,55
55,10,585,39
55,11,406,29
55,12,597,37
55,13,553,97
55,14,511,36
55,15,636,84
55,16,0,0
55,17,66,14
55,18,30,6
55,19,448,73
55,20,418,65
55,21,52,20
55,22,145,19
55,23,451,76
55,24,452,76
55,25,538,74
55,26,475,72
55,27,361,45
55,28,361,49
55,29,318,34
55,30,567,52
55,31,69,3
55,32,341,35
55,33,804,49
55,34,266,31
55,35,225,16
55,36,684,52
55,37,105,15
55,38,728,74
55,39,657,61
55,40,389,82
55,41,396,47
55,42,421,63
55,43,296,64
55,44,564,54
55,45,729,38
55,46,320,33
55,47,555,63
55,48,635,70
55,49,717,85
55,50,590,48
55,51,809,80
55,52,735,50
55,53,702,68
55,54,125,6
55,55,482,68
55,56,674,51
55,57,661,57
55,58,58,10
55,59,362,39
55,60,766,64
55,61,374,21
55,62,389,40
55,63,685,58
55,64,646,45
55,65,710,63
55,66,0,0
55,67,0,0
55,68,0,2
56,1,450,126
56,2,430,107
56,3,343,294
56,4,386,103
56,5,470,96
56,6,449,112
56,7,410,136
56,8,505,124
56,9,583,94
56,10,518,66
56,11,588,134
56,12,737,92
56,13,638,70
56,14,502,52
56,15,402,83
56,16,479,69
56,17,576,74
56,18,38,1
56,19,565,46
56,20,758,55
56,21,656,41
56,22,470,37
56,23,475,26
56,24,720,62
56,25,698,38
56,26,677,76
56,27,759,54
56,28,690,49
56,29,817,42
56,30,639,35
56,31,615,41
56,32,753,36
56,33,709,36
56,34,625,50
56,35,678,49
56,36,656,54
56,37,859,44
56,38,768,38
56,39,599,27
56,40,649,32
56,41,648,28
56,42,659,33
56,43,716,19
56,44,711,35
56,45,672,24
56,46,721,35
56,47,784,44
56,48,825,32
56,49,772,30
56,50,884,30
56,51,369,28
56,52,385,46
56,53,741,42
56,54,398,41
56,55,560,39
56,56,950,39
56,57,194,35
56,58,1020,58
56,59,392,18
56,60,418,41
56,61,378,28
56,62,650,52
56,63,745,27
56,64,599,65
56,65,304,13
56,66,292,17
56,67,345,44
56,68,297,36
56,69,727,31
56,70,75,3
57,1,457,91
57,2,467,81
57,3,440,103
57,4,441,116
57,5,253,45
57,6,316,64
57,7,335,69
57,8,797,50
57,9,661,31
57,10,1046,46
57,11,935,41
57,12,162,80
57,13,106,582
57,14,211,232
57,15,749,57
57,16,756,49
57,17,185,113
57,18,428,32
57,19,930,28
57,20,839,38
57,21,719,24
57,22,891,35
57,23,867,24
57,24,450,24
57,25,379,213
57,26,614,46
57,27,936,30
57,28,989,76
57,29,777,25
57,30,1085,86
57,31,597,98
57,32,675,89
57,33,897,32
57,34,988,30
57,35,841,58
57,36,810,46
57,37,968,43
57,38,657,33
57,39,553,25
57,40,524,16
57,41,489,17
57,42,510,18
57,43,1077,31
57,44,818,23
57,45,676,20
57,46,889,16
57,47,965,26
57,48,1056,48
57,49,1069,26
57,50,880,34
57,51,1200,48
57,52,684,28
57,53,574,37
57,54,655,36
57,55,800,30
57,56,831,37
57,57,939,35
57,58,691,19
57,59,648,21
57,60,1053,43
57,61,955,56
57,62,687,39
57,63,868,48
57,64,618,42
57,65,760,88
57,66,501,30
57,67,77,5
57,68,76,2
57,69,123,8
57,70,461,27
57,71,165,388
57,72,233,46
57,73,0,0
57,74,0,0
57,75,0,0
57,76,0,0
57,77,0,0
57,78,13,2
57,79,0,0
57,80,191,9
57,81,31,4
57,82,326,21
57,83,10,1
57,84,212,15
57,85,267,10
58,1,464,48
58,2,493,38
58,3,694,48
58,4,28,4
58,5,494,44
58,6,514,41
58,7,697,46
58,8,678,48
58,9,627,51
58,10,520,45
58,11,806,76
58,12,578,75
58,13,762,72
58,14,693,44
58,15,696,40
58,16,596,61
58,17,621,61
58,18,695,60
58,19,570,39
58,20,396,25
58,21,610,47
58,22,212,11
58,23,659,44
58,24,26,4
58,25,708,34
58,26,646,44
58,27,659,33
58,28,773,54
58,29,611,40
58,30,434,24
58,31,556,34
58,32,670,42
58,33,630,48
58,34,609,49
58,35,788,48
58,36,557,40
58,37,784,63
58,38,552,40
58,39,601,45
58,40,645,49
58,41,610,44
58,42,673,41
58,43,625,40
58,44,563,45
58,45,491,38
58,46,341,18
58,47,93,7
58,48,326,37
58,49,465,19
58,50,466,44
58,51,575,37
58,52,548,30
58,53,875,55
58,54,235,17
58,55,541,52
58,56,510,52
58,57,824,103
58,58,844,71
58,59,774,70
58,60,847,93
58,61,563,56
58,62,759,75
58,63,644,44
58,64,292,19
58,65,562,45
58,66,0,0
58,67,0,0
58,68,0,0
58,69,0,0
58,70,2,0
59,1,365,54
59,2,626,63
59,3,841,76
59,4,811,85
59,5,809,84
59,6,803,65
59,7,832,53
59,8,810,60
59,9,912,47
59,10,696,91
59,11,759,72
59,12,730,69
59,13,799,60
59,14,502,56
59,15,430,34
59,16,629,55
59,17,812,65
59,18,791,53
59,19,753,60
59,20,643,44
59,21,763,69
59,22,644,40
59,23,328,34
59,24,406,42
59,25,355,60
59,26,485,29
59,27,666,58
59,28,498,49
59,29,568,97
59,30,556,106
59,31,204,30
59,32,745,76
59,33,568,254
59,34,549,127
59,35,263,43
59,36,660,136
59,37,671,188
59,38,608,186
59,39,758,170
59,40,47,167
59,41,576,210
59,42,349,576
59,43,530,428
59,44,243,465
59,45,513,423
59,46,348,670
59,47,108,655
59,48,168,832
59,49,192,806
59,50,206,745
59,51,145,319
59,52,290,494
59,53,243,409
59,54,235,434
59,55,304,572
59,56,314,698
59,57,430,657
59,58,144,218
59,59,109,447
59,60,123,412
59,61,30,12
59,62,3,2
59,63,397,73
59,64,11,4
59,65,164,429
59,66,140,443
59,67,0,0
59,68,0,0
59,69,0,0
59,70,0,0
59,71,0,0
59,72,0,0
60,1,474,52
60,2,565,96
60,3,467,95
60,4,661,89
60,5,280,37
60,6,24,136
60,7,840,102
60,8,466,95
60,9,667,127
60,10,716,90
60,11,293,139
60,12,437,37
60,13,487,43
60,14,778,78
60,15,633,42
60,16,676,46
60,17,618,184
60,18,490,123
60,19,652,130
60,20,340,52
60,21,658,42
60,22,546,50
60,23,634,71
60,24,397,33
60,25,610,50
60,26,560,76
60,27,310,29
60,28,710,63
60,29,618,46
60,30,725,84
60,31,557,81
60,32,400,68
60,33,301,82
60,34,441,82
60,35,601,49
60,36,544,48
60,37,540,54
60,38,550,52
60,39,623,94
60,40,512,75
60,41,397,65
60,42,584,54
60,43,488,70
60,44,458,64
60,45,401,85
60,46,695,100
60,47,71,19
60,48,158,38
60,49,399,75
60,50,323,54
60,51,593,98
60,52,570,54
60,53,530,108
60,54,655,88
60,55,601,83
60,56,381,46
60,57,441,70
60,58,527,61
60,59,174,22
60,60,22,3
60,61,0,0
60,62,0,0
60,63,5,3
60,64,114,33
61,1,464,261
61,2,544,195
61,3,662,123
61,4,677,177
61,5,409,304
61,6,474,106
61,7,450,183
61,8,589,199
61,9,505,207
61,10,403,180
61,11,648,273
61,12,678,237
61,13,713,159
61,14,473,99
61,15,525,157
61,16,373,126
61,17,321,328
61,18,416,176
61,19,444,164
61,20,441,191
61,21,519,389
61,22,615,347
61,23,572,156
61,24,471,128
61,25,355,238
61,26,265,514
61,27,262,392
61,28,388,277
61,29,544,287
61,30,598,179
61,31,457,411
61,32,448,404
61,33,478,239
61,34,401,216
61,35,565,247
61,36,550,340
61,37,564,305
61,38,565,401
61,39,498,395
61,40,368,819
61,41,355,778
61,42,375,948
61,43,360,761
61,44,0,0
61,45,0,0
61,46,0,0
61,47,82,52
61,48,190,146
61,49,0,0
61,50,203,290
61,51,199,263
61,60,628,165
61,61,816,261
61,62,708,237
61,63,926,287
61,64,563,151
61,65,846,244
61,66,715,230
61,67,721,202
61,68,914,275
61,69,2,0
61,70,0,0
61,71,0,0
61,72,0,0
61,73,0,0
61,74,0,0
61,100,2,0
61,101,0,0
61,102,0,0
61,103,0,0
61,104,0,0
61,105,0,0
61,106,0,0
61,107,0,0
61,108,0,0
61,109,0,0
61,110,0,0
61,111,0,0
61,112,0,0
61,113,0,0
61,114,0,0
62,1,176,1046
62,2,208,1052
62,3,257,895
62,4,165,987
62,5,165,955
62,6,206,897
62,7,175,1042
62,8,167,921
62,9,212,1001
62,10,243,939
62,11,200,883
62,12,221,869
62,13,235,947
62,14,223,931
62,15,217,971
62,16,239,978
62,17,240,884
62,18,225,958
62,19,236,996
62,20,261,906
62,21,250,936
62,22,237,888
62,23,215,901
62,24,247,864
62,25,235,790
62,26,280,862
62,27,276,861
62,28,238,822
62,29,265,842
62,30,262,718
62,31,293,937
62,32,275,820
62,33,248,814
62,34,248,788
62,35,80,292
62,36,209,42
62,37,227,937
62,38,228,947
62,39,217,1026
62,40,196,964
62,41,205,936
62,42,202,950
62,43,212,972
62,44,329,648
62,45,249,845
62,46,284,879
62,47,273,741
62,48,235,850
62,49,291,806
62,50,274,874
62,51,243,919
62,52,194,992
62,53,219,969
62,54,247,777
62,55,270,769
62,56,367,632
62,57,141,291
62,58,120,363
62,59,228,811
62,60,246,894
62,61,235,650
62,62,0,0
62,63,0,0
62,64,0,0
63,1,591,164
63,2,398,268
63,3,250,328
63,4,403,451
63,5,413,455
63,6,428,619
63,7,389,631
63,8,153,193
63,9,62,113
63,10,441,259
63,11,503,540
63,12,143,205
63,13,279,164
63,14,357,464
63,15,340,376
63,16,517,445
63,17,259,444
63,18,467,852
63,19,137,176
63,20,208,399
63,21,228,363
63,22,266,89
63,23,462,676
63,24,393,516
63,25,147,540
63,26,207,585
63,27,273,484
63,28,337,796
63,29,354,600
63,30,346,655
63,31,342,646
63,32,365,665
63,33,227,432
63,34,379,670
63,35,400,623
63,36,638,174
63,37,627,179
63,38,325,79
63,39,512,194
63,40,393,343
63,41,555,345
63,42,341,342
63,43,306,310
63,44,370,569
63,45,318,540
63,46,305,559
63,47,301,535
63,48,217,425
63,49,234,464
63,50,14,39
63,51,223,644
63,52,332,723
63,53,320,363
63,54,268,615
63,55,180,548
63,56,278,544
63,57,223,524
63,58,238,509
63,59,305,637
63,60,175,846
63,61,297,638
63,62,225,439
63,63,196,507
63,64,200,485
63,65,150,338
63,66,0,0
63,67,0,0
63,68,0,0
63,69,0,0
63,70,0,0
63,71,148,399
63,72,0,0
63,73,0,0
63,74,0,0
63,75,111,129
63,76,461,535
63,77,0,0
64,1,258,844
64,2,244,908
64,3,314,921
64,4,239,745
64,5,259,930
64,6,243,890
64,7,265,822
64,8,302,794
64,9,258,885
64,10,233,738
64,11,278,703
64,12,382,477
64,13,272,728
64,14,317,783
64,15,259,823
64,16,319,760
64,17,325,745
64,18,295,810
64,19,159,337
64,20,8,30
64,21,274,813
64,22,259,737
64,23,239,630
64,24,307,754
64,25,232,591
64,26,279,177
64,27,279,589
64,28,240,658
64,29,276,740
64,30,128,316
64,31,210,515
64,32,296,757
64,33,235,536
64,34,315,558
64,35,159,465
64,36,263,577
64,37,339,745
64,38,189,459
64,39,227,728
64,40,276,253
64,41,252,592
64,42,232,552
64,43,255,616
64,44,265,604
64,45,326,674
64,46,225,384
64,47,218,345
64,48,132,394
64,49,0,0
64,50,0,0
64,51,53,73
64,52,0,0
64,53,0,0
64,54,0,0
64,55,0,0
64,56,0,0
64,57,0,0
64,58,0,0
64,59,0,0
64,60,233,480
64,61,136,304
64,75,560,410
64,76,147,109
64,77,630,328
64,78,335,248
64,79,391,224
64,80,525,330
64,81,573,330
64,82,545,428
64,83,611,405
64,84,302,486
64,85,275,381
64,86,263,433
64,87,188,157
64,88,0,0
64,89,0,0
64,90,0,0
65,1,798,223
65,2,660,129
65,3,894,252
65,4,760,208
65,5,612,170
65,6,592,151
65,7,646,338
65,8,440,262
65,9,757,173
65,10,730,164
65,11,365,84
65,12,332,138
65,13,498,206
65,14,265,115
65,15,324,246
65,16,255,265
65,17,363,153
65,18,383,154
65,19,552,255
65,20,378,126
65,21,413,193
65,22,326,71
65,23,451,195
65,24,294,135
65,25,342,109
65,26,606,202
65,27,386,127
65,28,642,202
65,29,791,257
65,30,488,203
65,31,357,92
65,32,535,138
65,33,906,251
65,34,334,92
65,35,706,158
65,36,344,54
65,37,91,17
65,38,238,36
65,39,200,60
65,40,709,99
65,41,502,96
65,42,468,172
65,43,524,176
65,44,689,201
65,45,588,163
65,46,726,302
65,47,402,131
65,48,316,114
65,49,613,185
65,50,484,182
65,51,433,162
65,52,453,91
65,53,414,88
65,54,372,159
65,55,308,155
65,56,303,184
65,57,861,107
65,58,600,119
65,59,669,107
65,60,654,156
65,61,387,135
65,62,391,117
65,63,421,151
65,64,643,151
65,65,439,165
65,66,427,147
65,67,328,69
65,68,0,0
65,69,0,0
65,70,0,0
65,71,0,0
66,1,5,1
66,2,667,100
66,3,611,82
66,4,978,122
66,5,603,89
66,6,772,129
66,7,646,124
66,8,761,144
66,9,733,88
66,10,798,75
66,11,738,139
66,12,933,185
66,13,458,144
66,14,803,103
66,15,829,109
66,16,43,171
66,17,645,104
66,18,729,129
66,19,887,144
66,20,634,123
66,21,802,134
66,22,77,11
66,23,889,111
66,24,839,91
66,25,928,155
66,26,701,78
66,27,522,100
66,28,696,131
66,29,621,95
66,30,445,74
66,31,762,155
66,32,838,174
66,33,663,112
66,34,586,70
66,35,786,91
66,36,899,87
66,37,857,113
66,38,829,101
66,39,248,25
66,40,524,44
66,41,786,81
66,42,878,140
66,43,543,84
66,44,684,113
66,45,666,78
66,46,349,47
66,47,727,92
66,48,733,93
66,49,812,193
66,50,841,83
66,51,887,140
66,52,470,106
66,53,581,82
