"AD","ED","Harris","Trump"
66,54,680,132
66,55,515,139
66,56,690,28
66,57,790,50
66,58,771,89
66,59,578,76
66,60,547,98
66,61,612,106
66,62,45,7
66,63,615,179
66,64,828,155
66,65,609,91
66,66,933,246
66,67,855,289
66,68,877,182
66,69,737,129
66,70,702,214
66,71,748,155
66,72,383,99
66,73,817,171
66,74,94,9
66,75,0,0
66,76,0,0
66,77,0,0
66,78,0,0
67,1,834,127
67,2,555,75
67,3,851,93
67,4,878,126
67,5,951,134
67,6,187,43
67,7,990,162
67,8,894,142
67,9,775,107
67,10,886,122
67,11,874,119
67,12,63,137
67,13,871,144
67,14,641,98
67,15,809,106
67,16,57,181
67,17,833,85
67,18,948,107
67,19,956,125
67,20,1003,116
67,21,785,160
67,22,827,133
67,23,359,51
67,24,955,110
67,25,682,86
67,26,64,113
67,27,582,102
67,28,656,95
67,29,646,90
67,30,54,164
67,31,549,115
67,32,887,131
67,33,689,109
67,34,1011,114
67,35,775,92
67,36,961,99
67,37,53,155
67,38,50,178
67,39,35,170
67,40,1023,149
67,41,940,192
67,42,895,169
67,43,513,157
67,44,1017,157
67,45,541,154
67,46,324,33
67,47,34,324
67,48,604,128
67,49,671,183
67,50,607,109
67,51,466,119
67,52,796,185
67,53,519,128
67,54,593,193
67,55,480,123
67,56,749,134
67,57,946,187
67,58,537,106
67,59,914,212
67,60,89,200
67,61,585,166
67,62,894,133
67,63,862,131
67,64,695,142
67,65,775,249
67,66,371,124
67,67,1041,177
67,68,0,0
67,69,0,0
67,70,0,0
68,1,513,58
68,2,455,94
68,3,345,40
68,4,586,47
68,5,443,24
68,6,489,100
68,7,346,75
68,8,894,141
68,9,246,43
68,10,386,80
68,11,596,72
68,12,587,79
68,13,659,131
68,14,352,37
68,15,357,70
68,16,348,85
68,17,570,108
68,18,316,91
68,19,474,75
68,20,488,123
68,21,656,111
68,22,329,80
68,23,382,63
68,24,41,19
68,25,520,115
68,26,354,91
68,27,341,97
68,28,659,109
68,29,601,120
68,30,316,82
68,31,428,112
68,32,658,113
68,33,764,166
68,34,458,136
68,35,576,106
68,36,381,83
68,37,677,200
68,38,599,117
68,39,378,102
68,40,388,101
68,41,512,124
68,42,381,85
68,43,639,152
68,44,721,169
68,45,504,154
68,46,578,135
68,47,665,168
68,48,639,140
68,49,307,67
68,50,291,105
68,51,652,161
68,52,605,147
68,53,449,73
68,54,556,136
68,55,926,199
68,56,382,73
68,57,454,79
68,58,481,129
68,59,376,73
68,60,463,75
68,61,245,76
68,62,780,140
68,63,701,133
68,64,335,68
68,65,818,153
68,66,1034,246
68,67,596,194
68,68,277,54
68,69,330,114
68,70,71,208
68,71,474,117
68,72,126,32
68,73,183,31
68,74,448,82
68,75,313,63
68,76,0,0
68,77,0,0
68,78,0,0
68,79,0,0
68,80,0,0
68,81,0,0
69,1,315,83
69,2,614,110
69,3,414,109
69,4,270,86
69,5,602,65
69,6,1028,78
69,7,710,54
69,8,591,37
69,9,560,50
69,10,320,30
69,11,892,53
69,12,1062,63
69,13,641,55
69,14,786,85
69,15,762,173
69,16,428,50
69,17,443,51
69,18,827,151
69,19,438,89
69,20,666,103
69,21,468,58
69,22,834,96
69,23,808,97
69,24,518,128
69,25,629,125
69,26,331,84
69,27,618,110
69,28,349,14
69,29,930,107
69,30,935,104
69,31,430,44
69,32,315,52
69,33,899,114
69,34,698,65
69,35,639,60
69,36,818,100
69,37,790,91
69,38,813,93
69,39,887,73
69,40,567,45
69,41,105,111
69,42,1031,95
69,43,963,75
69,44,508,58
69,45,114,86
69,46,872,89
69,47,723,107
69,48,798,116
69,49,680,112
69,50,928,83
69,51,713,100
69,52,1002,126
69,53,652,78
69,54,887,136
69,55,447,66
69,56,697,97
69,57,548,62
69,58,1004,137
69,59,839,93
69,60,944,122
69,61,606,78
69,62,594,68
69,63,504,62
69,64,427,85
69,65,649,84
69,66,957,132
69,67,639,143
69,68,817,103
69,69,680,86
69,70,638,102
69,71,905,102
69,72,634,94
69,73,1018,126
69,74,618,82
69,75,695,85
69,76,653,85
69,77,0,0
69,78,0,0
69,79,0,0
69,80,0,0
69,81,0,0
69,82,0,0
69,83,0,0
69,84,0,0
70,1,596,172
70,2,372,103
70,3,533,111
70,4,631,148
70,5,406,121
70,6,441,127
70,7,370,85
70,8,367,78
70,9,375,152
70,10,435,142
70,11,502,122
70,12,418,98
70,13,824,73
70,14,559,39
70,15,468,92
70,16,958,89
70,17,302,58
70,18,644,52
70,19,597,75
70,20,914,44
70,21,701,92
70,22,808,78
70,23,587,74
70,24,585,92
70,25,496,51
70,26,765,38
70,27,717,53
70,28,721,37
70,29,1065,60
70,30,950,85
70,31,765,97
70,32,589,49
70,33,640,49
70,34,711,70
70,35,104,137
70,36,704,51
70,37,357,50
70,38,569,59
70,39,676,53
70,40,699,77
70,41,879,88
70,42,318,41
70,43,547,28
70,44,944,76
70,45,361,80
70,46,429,72
70,47,574,60
70,48,507,43
70,49,522,74
70,50,490,60
70,51,421,90
70,52,388,68
70,53,665,90
70,54,886,67
70,55,756,73
70,56,677,68
70,57,510,52
70,58,859,69
70,59,647,87
70,60,936,61
70,61,700,53
70,62,887,59
70,63,679,65
70,64,876,69
70,65,779,92
70,66,981,89
70,67,553,106
70,68,490,72
70,69,71,56
70,70,0,0
70,71,0,0
70,72,0,0
71,1,822,145
71,2,716,151
71,3,1054,174
71,4,189,119
71,5,1069,78
71,6,969,110
71,7,875,124
71,8,662,156
71,9,803,172
71,10,650,110
71,11,495,99
71,12,520,176
71,13,561,149
71,14,538,181
71,15,515,103
71,16,481,177
71,17,565,173
71,18,553,128
71,19,399,69
71,20,457,189
71,21,546,141
71,22,487,157
71,23,524,182
71,24,895,147
71,25,388,117
71,26,512,73
71,27,562,86
71,28,545,178
71,29,503,134
71,30,536,120
71,31,363,59
71,32,558,130
71,33,137,34
71,34,446,134
71,35,611,103
71,36,595,113
71,37,636,168
71,38,644,86
71,39,620,104
71,40,633,105
71,41,650,115
71,42,711,123
71,43,401,89
71,44,508,158
71,45,429,109
71,46,538,140
71,47,383,102
71,48,642,107
71,49,704,137
71,50,492,80
71,51,826,68
71,52,979,133
71,53,417,42
71,54,579,104
71,55,841,91
71,56,627,71
71,57,656,79
71,58,679,76
71,59,806,97
71,60,651,57
71,61,968,45
71,62,647,29
71,63,621,59
71,64,647,113
71,65,101,39
71,66,0,0
71,67,0,0
71,68,0,0
71,69,0,0
71,70,0,0
71,71,0,0
72,1,515,154
72,2,483,185
72,3,540,245
72,4,954,110
72,5,906,132
72,6,671,164
72,7,437,235
72,8,613,148
72,9,817,193
72,10,695,195
72,11,478,254
72,12,466,238
72,13,464,217
72,14,502,205
72,15,549,221
72,16,329,154
72,17,387,222
72,18,417,169
72,19,507,116
72,20,360,207
72,21,342,134
72,22,294,173
72,23,404,234
72,24,362,161
72,25,468,253
72,26,766,194
72,27,418,185
72,28,241,86
72,29,563,162
72,30,469,143
72,31,370,208
72,32,528,170
72,33,446,138
72,34,296,173
72,35,399,179
72,36,304,183
72,37,439,236
72,38,387,247
72,39,465,216
72,40,377,233
72,41,548,220
72,42,374,233
72,43,458,178
72,44,471,205
72,45,305,154
72,46,345,182
72,47,334,138
72,48,389,211
72,49,334,168
72,50,363,176
72,51,333,153
72,52,452,215
72,53,427,209
72,54,330,180
72,55,430,140
72,56,383,128
72,57,393,189
72,58,735,137
72,59,442,183
72,60,378,178
72,61,383,111
72,62,410,200
72,63,371,108
72,64,0,0
72,65,0,0
72,66,0,0
73,1,857,217
73,2,208,48
73,3,616,221
73,4,892,185
73,5,509,122
73,6,770,202
73,7,642,175
73,8,304,86
73,9,373,195
73,10,329,221
73,11,724,294
73,12,801,186
73,13,763,160
73,14,514,164
73,15,952,296
73,16,657,182
73,17,658,217
73,18,227,40
73,19,959,286
73,20,1010,277
73,21,725,183
73,22,672,230
73,23,647,174
73,24,565,179
73,25,773,246
73,26,655,229
73,27,760,282
73,28,574,144
73,29,727,219
73,30,839,227
73,31,653,148
73,32,700,234
73,33,693,222
73,34,951,294
73,35,342,112
73,36,546,189
73,37,751,270
73,38,866,321
73,39,772,240
73,40,633,246
73,41,527,207
73,42,524,233
73,43,704,258
73,44,686,213
73,45,777,264
73,46,683,265
73,47,591,222
73,48,745,322
73,49,511,182
73,50,793,321
73,51,846,230
73,52,667,234
73,53,707,209
73,54,835,292
73,55,672,162
73,56,533,159
73,57,601,182
73,58,589,181
73,59,980,262
73,60,388,102
73,61,441,93
73,62,44,224
73,63,709,221
73,64,982,208
73,65,597,156
73,66,934,221
73,67,777,188
73,68,608,241
73,69,961,187
73,70,0,0
73,71,0,0
73,72,0,0
74,1,782,216
74,2,862,212
74,3,797,223
74,4,746,232
74,5,618,203
74,6,696,200
74,7,633,165
74,8,939,203
74,9,396,94
74,10,903,213
74,11,935,227
74,12,976,177
74,13,774,156
74,14,932,223
74,15,956,220
74,16,69,194
74,17,953,166
74,18,1076,175
74,19,756,151
74,20,830,145
74,21,627,119
74,22,912,184
74,23,930,159
74,24,864,162
74,25,525,141
74,26,894,125
74,27,980,115
74,28,550,81
74,29,410,137
74,30,612,160
74,31,867,127
74,32,349,121
74,33,597,89
74,34,659,139
74,35,776,104
74,36,792,109
74,37,352,122
74,38,362,140
74,39,347,109
74,40,254,76
74,41,433,117
74,42,553,307
74,43,847,88
74,44,513,143
74,45,754,171
74,46,388,108
74,47,480,115
74,48,633,130
74,49,790,188
74,50,746,170
74,51,1041,153
74,52,629,102
74,53,834,128
74,54,449,77
74,55,969,165
74,56,691,128
74,57,948,115
74,58,671,101
74,59,870,183
74,60,417,67
74,61,391,92
74,62,368,79
74,63,220,39
74,64,57,25
74,65,280,58
74,66,0,0
74,67,0,0
74,68,0,0
74,69,0,0
74,70,0,0
75,1,944,159
75,2,29,172
75,3,938,196
75,4,450,108
75,5,778,195
75,6,899,186
75,7,674,161
75,8,56,201
75,9,217,29
75,10,970,240
75,11,520,182
75,12,659,184
75,13,801,252
75,14,333,115
75,15,546,159
75,16,299,67
75,17,550,101
75,18,315,101
75,19,0,0
75,20,513,134
75,21,363,90
75,22,669,184
75,23,615,163
75,24,777,185
75,25,401,47
75,26,955,139
75,27,665,136
75,28,890,142
75,29,756,124
75,30,548,209
75,31,830,163
75,32,685,112
75,33,610,122
75,34,607,118
75,35,453,104
75,36,207,64
75,37,630,151
75,38,751,128
75,39,662,136
75,40,598,86
75,41,830,174
75,42,802,99
75,43,912,227
75,44,943,104
75,45,714,101
75,46,830,116
75,47,711,120
75,48,482,71
75,49,872,115
75,50,617,101
75,51,1008,156
75,52,835,106
75,53,838,113
75,54,492,108
75,55,440,114
75,56,537,136
75,57,726,198
75,58,707,146
75,59,58,293
75,60,748,142
75,61,321,112
75,62,769,127
75,63,59,90
75,64,880,92
75,65,578,147
75,66,566,193
75,67,27,14
75,68,0,0
75,69,0,0
75,70,0,0
75,71,0,0
76,1,761,268
76,2,486,205
76,3,584,182
76,4,763,236
76,5,823,212
76,6,831,226
76,7,791,200
76,8,545,166
76,9,923,251
76,10,709,110
76,11,639,195
76,12,759,233
76,13,724,198
76,14,806,177
76,15,786,171
76,16,578,127
76,17,692,181
76,18,621,222
76,19,963,293
76,20,849,284
76,21,785,229
76,22,780,202
76,23,651,172
76,24,960,227
76,25,694,174
76,26,741,249
76,27,733,183
76,28,828,180
76,29,613,162
76,30,905,248
76,31,792,232
76,32,941,241
76,33,1006,221
76,34,941,260
76,35,926,197
76,36,986,266
76,37,1028,201
76,38,568,129
76,39,853,187
76,40,706,193
76,41,715,263
76,42,868,206
76,43,718,140
76,44,1007,200
76,45,904,224
76,46,937,183
76,47,720,117
76,48,791,237
76,49,819,201
76,50,960,237
76,51,738,199
76,52,836,191
76,53,931,179
76,54,39,266
76,55,981,176
76,56,970,170
76,57,632,162
76,58,965,212
76,59,711,152
76,60,659,124
76,61,635,143
76,62,888,193
76,63,0,0
76,64,0,0
76,65,0,0
76,66,0,0
76,67,0,0
76,68,0,0
77,1,421,190
77,2,550,216
77,3,511,174
77,4,126,35
77,5,512,205
77,6,513,180
77,7,528,231
77,8,469,173
77,9,534,230
77,10,483,216
77,11,500,224
77,12,526,160
77,13,597,201
77,14,523,151
77,15,52,22
77,16,109,21
77,17,388,100
77,18,391,118
77,19,442,106
77,20,154,60
77,21,372,145
77,22,355,140
77,23,520,185
77,24,449,133
77,25,260,103
77,26,380,183
77,27,413,176
77,28,290,104
77,29,118,48
77,30,162,57
77,31,369,134
77,32,403,146
77,33,185,71
77,34,179,97
77,35,312,146
77,36,286,127
77,37,379,131
77,38,265,93
77,39,369,186
77,40,376,149
77,41,441,181
77,42,536,183
77,43,1,1
77,44,456,156
77,45,56,16
77,46,365,123
77,47,568,145
77,48,159,62
77,49,769,151
77,50,400,110
77,51,324,106
77,52,524,179
77,53,433,162
77,54,237,125
77,55,137,72
77,56,288,171
77,57,0,0
77,58,0,0
77,59,0,0
77,60,0,0
77,61,0,0
77,62,0,0
77,63,0,0
78,1,418,143
78,2,534,141
78,3,439,173
78,4,398,110
78,5,291,140
78,6,295,130
78,7,430,192
78,8,256,141
78,9,254,112
78,10,455,136
78,11,253,68
78,12,274,141
78,13,272,92
78,14,363,166
78,15,71,40
78,16,255,115
78,17,432,240
78,18,413,225
78,19,404,158
78,20,469,188
78,21,349,193
78,22,395,232
78,23,416,170
78,24,61,23
78,25,429,182
78,26,332,140
78,27,430,199
78,28,578,272
78,29,532,282
78,30,500,184
78,31,274,103
78,32,558,104
78,33,386,218
78,34,345,210
78,35,303,208
78,36,554,217
78,37,486,241
78,38,264,131
78,39,422,226
78,40,339,160
78,41,331,238
78,42,411,171
78,43,372,275
78,44,294,186
78,45,269,131
78,46,354,170
78,47,368,227
78,48,1,1
78,49,453,182
78,50,162,115
78,52,0,0
78,53,0,0
78,54,0,0
78,55,0,0
79,1,501,114
79,2,66,38
79,3,433,114
79,4,293,141
79,5,301,103
79,6,239,94
79,7,59,15
79,8,276,65
79,9,146,49
79,10,388,121
79,11,462,117
79,12,520,168
79,13,397,93
79,14,427,139
79,15,550,152
79,16,266,69
79,17,364,140
79,18,349,83
79,19,215,55
79,20,429,113
79,21,314,96
79,22,416,143
79,23,429,212
79,24,358,117
79,25,224,84
79,26,254,80
79,27,469,135
79,28,577,148
79,29,519,168
79,30,357,94
79,31,350,120
79,32,549,189
79,33,268,72
79,34,446,190
79,35,497,139
79,36,367,125
79,37,485,171
79,38,358,122
79,39,307,92
79,40,559,160
79,41,366,113
79,42,356,117
79,43,795,187
79,44,385,132
79,45,370,114
79,46,567,172
79,47,572,154
79,48,90,22
79,49,159,57
79,50,376,121
79,51,368,170
79,52,403,115
79,53,328,89
79,54,601,82
79,55,760,117
79,56,423,70
79,57,196,69
79,58,77,30
79,59,226,73
80,1,92,41
80,2,335,151
80,3,325,195
80,4,199,258
80,5,292,197
80,6,433,345
80,7,184,96
80,8,465,244
80,9,178,113
80,10,265,291
80,11,376,237
80,12,502,260
80,13,514,248
80,14,490,159
80,15,551,204
80,16,437,234
80,17,554,256
80,18,333,287
80,19,248,270
80,20,374,517
80,21,469,192
80,22,297,127
80,23,392,469
80,24,404,234
80,25,236,124
80,26,536,241
80,27,198,43
80,28,88,19
80,29,477,177
80,30,516,191
80,31,262,94
80,32,185,76
80,33,80,20
80,34,577,133
80,35,634,188
80,36,302,62
80,37,505,120
80,38,517,114
80,39,0,0
80,40,369,231
80,41,515,415
80,42,636,378
80,43,539,362
80,44,380,135
80,45,444,213
80,46,302,131
80,47,208,155
80,48,293,204
80,49,346,153
80,50,407,137
80,51,401,135
80,52,53,12
80,53,405,179
80,54,950,154
80,55,434,210
80,56,406,217
80,57,537,225
80,58,290,148
80,59,268,117
80,60,101,137
80,61,1,1
80,62,118,58
80,63,125,80
80,64,31,8
80,65,0,0
80,66,0,0
80,67,0,0
81,1,362,203
81,2,478,232
81,3,265,187
81,4,285,91
81,5,286,185
81,6,439,215
81,7,337,118
81,8,448,158
81,9,356,168
81,10,508,271
81,11,662,338
81,12,356,217
81,13,58,32
81,14,611,215
81,15,535,131
81,16,379,116
81,17,879,310
81,18,435,121
81,19,770,190
81,20,584,140
81,21,714,174
81,22,669,236
81,23,601,150
81,24,429,107
81,25,268,153
81,26,794,222
81,27,745,167
81,28,933,233
81,29,823,290
81,30,660,293
81,31,877,312
81,32,583,245
81,33,462,143
81,34,709,167
81,35,641,191
81,36,443,171
81,37,721,262
81,38,452,216
81,39,572,238
81,40,459,228
81,41,333,349
81,42,363,354
81,43,471,416
81,44,710,145
81,45,479,241
81,46,286,70
81,47,475,244
81,48,611,240
81,49,476,182
81,50,402,210
81,51,495,154
81,52,487,86
81,53,534,287
81,54,746,291
81,55,169,65
81,56,390,152
81,57,460,85
81,58,454,123
81,59,412,83
81,60,0,0
81,61,0,0
81,62,0,0
81,63,1,0
82,1,335,628
82,2,122,255
82,3,375,370
82,4,375,373
82,5,275,325
82,6,238,545
82,7,359,307
82,8,308,367
82,9,421,329
82,10,535,343
82,11,407,269
82,12,316,74
82,13,292,80
82,14,313,75
82,15,427,345
82,16,429,329
82,17,44,28
82,18,339,488
82,19,338,535
82,20,370,665
82,21,232,474
82,22,195,369
82,23,222,335
82,24,206,282
82,25,553,293
82,26,338,252
82,27,310,283
82,28,568,368
82,29,513,303
82,30,417,241
82,31,321,274
82,32,423,382
82,33,365,342
82,34,322,198
82,35,154,90
82,36,387,235
82,37,18,4
82,38,457,381
82,39,373,284
82,40,382,182
82,41,582,483
82,42,556,507
82,43,245,271
82,44,251,225
82,45,0,0
82,46,732,112
82,47,605,88
82,48,860,118
82,49,744,103
82,50,637,71
82,51,664,58
82,52,0,0
82,53,138,112
82,54,912,116
82,55,819,160
82,56,724,102
82,57,864,136
82,58,888,95
82,59,878,127
82,60,802,121
82,61,844,104
82,62,724,97
82,63,862,135
82,64,871,144
82,65,776,119
82,66,556,112
82,67,0,0
82,68,0,0
82,69,0,0
82,70,0,0
82,71,0,0
82,72,0,0
82,73,0,0
82,74,0,0
82,75,0,0
82,76,0,0
82,77,0,0
82,78,0,0
82,79,0,0
83,1,738,119
83,2,737,103
83,3,698,138
83,4,526,59
83,5,626,79
83,6,765,87
83,7,783,93
83,8,479,81
83,9,444,77
83,10,503,88
83,11,690,99
83,12,469,83
83,13,444,86
83,14,432,96
83,15,598,105
83,16,632,67
83,17,602,87
83,18,435,75
83,19,549,96
83,20,690,100
83,21,722,57
83,22,770,94
83,23,850,92
83,24,556,70
83,25,764,77
83,26,635,86
83,27,426,101
83,28,463,65
83,29,392,62
83,30,543,126
83,31,541,109
83,32,690,104
83,33,662,77
83,34,594,93
83,35,644,109
83,36,435,47
83,37,428,31
83,38,425,87
83,39,522,71
83,40,286,50
83,41,781,57
83,42,334,53
83,43,505,63
83,44,846,86
83,45,446,39
83,46,707,146
83,47,637,79
83,48,753,90
83,49,347,60
83,50,391,99
83,51,284,67
83,52,422,71
83,53,429,33
83,54,612,88
83,55,0,0
83,56,0,0
83,57,0,0
83,58,278,48
83,59,73,4
83,60,3,0
83,61,217,38
83,62,227,32
83,63,291,18
83,64,75,14
83,65,63,16
83,66,133,11
83,67,113,11
84,1,510,235
84,2,165,73
84,3,412,234
84,4,463,229
84,5,456,191
84,6,468,248
84,7,347,189
84,8,510,187
84,9,319,92
84,10,437,171
84,11,441,160
84,12,398,146
84,13,328,100
84,14,330,84
84,15,115,60
84,16,180,34
84,17,746,205
84,18,449,186
84,19,347,98
84,20,469,139
84,21,328,99
84,22,440,148
84,23,209,88
84,24,228,103
84,25,493,216
84,26,323,115
84,27,103,35
84,28,522,202
84,29,580,176
84,30,382,139
84,31,449,156
84,32,399,138
84,33,241,70
84,34,454,156
84,35,411,148
84,36,445,118
84,37,409,101
84,38,349,175
84,39,270,121
84,40,248,88
84,41,422,158
84,42,365,99
84,43,430,111
84,44,335,97
84,45,394,124
84,46,381,121
84,47,252,112
84,48,460,112
84,49,218,65
84,50,271,111
84,51,530,102
84,52,76,26
84,53,91,22
84,54,182,61
84,55,510,178
84,56,173,69
84,57,260,86
84,58,373,155
84,59,34,12
84,60,53,28
84,61,180,46
84,62,0,0
84,63,0,0
84,64,134,52
84,65,180,71
84,66,179,38
84,67,274,33
85,1,826,214
85,2,542,216
85,3,402,202
85,4,448,211
85,5,645,197
85,6,345,128
85,7,314,108
85,8,202,77
85,9,498,229
85,10,336,92
85,11,378,113
85,12,332,101
85,13,410,125
85,14,461,99
85,15,793,121
85,16,464,108
85,17,397,126
85,18,10,10
85,19,422,135
85,20,431,111
85,21,534,162
85,22,543,198
85,23,267,104
85,24,193,87
85,25,401,107
85,26,300,101
85,27,243,82
85,28,619,189
85,29,492,189
85,30,293,122
85,31,369,116
85,32,296,111
85,33,256,86
85,34,389,118
85,35,469,190
85,36,491,200
85,37,347,126
85,38,0,1
85,39,538,205
85,40,357,135
85,41,500,194
85,42,362,119
85,43,444,146
85,44,376,158
85,45,327,170
85,46,516,134
85,47,196,94
85,48,243,102
85,49,235,128
85,50,371,158
85,51,944,72
85,52,855,164
85,53,555,61
85,54,379,128
85,55,0,0
85,56,0,0
85,57,0,0
85,58,0,0
85,59,0,0
85,60,0,0
85,61,0,0
85,62,0,0
85,63,0,0
85,64,0,0
85,65,0,0
85,66,0,0
85,67,0,0
85,68,0,0
85,69,0,0
85,70,0,0
85,71,0,0
85,72,0,0
85,73,0,0
85,74,0,0
85,75,0,0
85,76,0,0
85,77,0,0
85,78,0,0
85,79,0,0
85,80,0,0
85,81,0,0
85,82,0,0
85,83,0,0
85,84,48,11
85,85,16,9
85,86,1,6
86,1,366,172
86,2,468,191
86,3,51,17
86,4,364,167
86,5,351,208
86,6,348,190
86,7,476,234
86,8,330,190
86,9,544,272
86,10,503,199
86,11,424,208
86,12,440,201
86,13,393,288
86,14,321,167
86,15,278,117
86,16,438,215
86,17,321,120
86,18,384,223
86,19,360,187
86,20,341,142
86,21,350,209
86,22,318,157
86,23,326,141
86,24,281,196
86,25,248,202
86,26,368,221
86,27,291,143
86,28,294,130
86,29,282,137
86,30,391,234
86,31,466,152
86,32,396,132
86,33,473,249
86,34,319,200
86,35,211,57
86,36,321,115
86,37,427,150
86,38,438,168
86,39,241,103
86,40,45,25
86,41,413,166
86,42,41,17
86,43,425,173
86,44,102,41
86,45,73,45
86,46,225,134
86,47,346,152
86,48,286,138
86,49,503,156
86,50,437,208
86,51,366,204
86,52,421,260
86,53,333,147
86,54,0,0
86,55,0,0
87,1,135,37
87,2,413,174
87,3,454,219
87,4,240,97
87,5,181,65
87,6,545,188
87,7,501,162
87,8,151,56
87,9,520,176
87,10,331,138
87,11,440,200
87,12,415,131
87,13,366,133
87,14,547,153
87,15,612,120
87,16,566,141
87,17,500,101
87,18,674,119
87,19,670,150
87,20,535,105
87,21,553,132
87,22,577,158
87,23,667,163
87,24,608,188
87,25,582,212
87,26,553,197
87,27,513,202
87,28,474,226
87,29,419,161
87,30,456,221
87,31,476,271
87,32,482,260
87,33,0,0
87,34,150,84
87,35,357,124
87,36,47,39
87,37,36,9
87,38,403,221
87,39,389,254
87,40,444,171
87,41,311,215
87,42,559,220
87,43,359,167
87,44,383,190
87,45,498,223
87,46,525,119
87,47,506,230
87,48,513,210
87,49,590,129
87,50,356,110
87,51,414,133
87,52,353,75
87,53,514,157
87,54,611,133
87,55,485,186
87,56,5,3
87,57,0,0
87,58,0,0
87,59,0,0
